itag	length	all	up	down
Solyc02g036340.2.1	1134	0	0	0
Solyc02g036350.2.1	960	0	0	0
Solyc02g036360.1.1	2286	0	0	0
Solyc02g036370.2.1	1395	0	0	0
Solyc02g036380.2.1	1257	1	0	1
Solyc02g036450.2.1	603	0	0	0
Solyc02g036460.2.1	1707	1	0	1
Solyc02g036470.2.1	1263	0	0	0
Solyc02g036480.1.1	771	0	0	0
Solyc02g037490.1.1	1659	0	0	0
Solyc02g037510.2.1	1797	1	0	1
Solyc02g037530.2.1	2529	0	0	0
Solyc02g037550.2.1	1191	0	0	0
Solyc02g037590.1.1	312	0	0	0
Solyc02g037640.1.1	852	0	0	0
Solyc02g038670.1.1	2001	0	0	0
Solyc02g038690.1.1	405	0	0	0
Solyc02g038710.1.1	234	0	0	0
Solyc02g038740.2.1	1863	0	0	0
Solyc02g038750.2.1	1065	0	0	0
Solyc02g038760.2.1	981	0	0	0
Solyc02g043820.1.1	759	0	0	0
Solyc02g043830.2.1	480	1	0	1
Solyc02g043840.1.1	801	0	0	0
Solyc02g043850.1.1	468	0	0	0
Solyc02g043860.2.1	2769	0	0	0
Solyc02g043950.1.1	114	0	0	0
Solyc02g044020.1.1	327	0	0	0
Solyc02g044030.1.1	1020	0	0	0
Solyc02g044040.1.1	753	0	0	0
Solyc02g049070.2.1	972	0	0	0
Solyc02g049090.1.1	351	0	0	0
Solyc02g050140.2.1	1677	0	0	0
Solyc02g050150.1.1	444	0	0	0
Solyc02g050160.1.1	384	0	0	0
Solyc02g050180.2.1	525	0	0	0
Solyc02g050200.1.1	2379	1	1	0
Solyc02g050210.1.1	1068	0	0	0
Solyc02g050240.2.1	1149	1	1	0
Solyc02g050260.2.1	1170	0	0	0
Solyc02g050280.2.1	2880	0	0	0
Solyc02g050290.1.1	330	0	0	0
Solyc02g050330.1.1	156	1	0	1
Solyc02g055330.1.1	276	0	0	0
Solyc02g055350.1.1	843	0	0	0
Solyc02g055370.2.1	369	0	0	0
Solyc02g055390.1.1	585	0	0	0
Solyc02g055440.2.1	660	1	0	1
Solyc02g055450.1.1	606	0	0	0
Solyc02g055460.1.1	1989	0	0	0
Solyc02g055470.2.1	594	0	0	0
Solyc02g055550.2.1	75	0	0	0
Solyc02g061620.1.1	204	0	0	0
Solyc02g061760.2.1	1656	0	0	0
Solyc02g061790.2.1	312	0	0	0
Solyc02g061810.2.1	1008	0	0	0
Solyc02g061820.2.1	1362	0	0	0
Solyc02g061840.2.1	669	0	0	0
Solyc02g061940.2.1	999	0	0	0
Solyc02g061960.2.1	1710	0	0	0
Solyc02g061980.2.1	1488	0	0	0
Solyc02g061990.2.1	537	0	0	0
Solyc02g062000.2.1	1401	0	0	0
Solyc02g062020.2.1	594	0	0	0
Solyc02g062040.2.1	726	0	0	0
Solyc02g062100.2.1	1362	0	0	0
Solyc02g062110.2.1	1533	0	0	0
Solyc02g062130.2.1	1089	0	0	0
Solyc02g062140.2.1	2037	0	0	0
Solyc02g062170.2.1	681	0	0	0
Solyc02g062180.2.1	1932	0	0	0
Solyc02g062240.2.1	399	0	0	0
Solyc02g062250.2.1	384	0	0	0
Solyc02g062270.2.1	627	0	0	0
Solyc02g062290.2.1	2073	0	0	0
Solyc02g062300.2.1	969	0	0	0
Solyc02g062330.1.1	3066	0	0	0
Solyc02g062340.2.1	1188	1	0	1
Solyc02g062350.2.1	813	0	0	0
Solyc02g062360.2.1	1944	0	0	0
Solyc02g062370.2.1	2415	0	0	0
Solyc02g062380.1.1	870	0	0	0
Solyc02g062400.2.1	1056	0	0	0
Solyc02g062420.2.1	696	0	0	0
Solyc02g062430.2.1	1770	0	0	0
Solyc02g062460.2.1	966	0	0	0
Solyc02g062520.2.1	1140	0	0	0
Solyc02g062530.2.1	408	0	0	0
Solyc02g062540.2.1	687	0	0	0
Solyc02g062550.2.1	1491	0	0	0
Solyc02g062560.2.1	2265	0	0	0
Solyc02g062570.2.1	651	0	0	0
Solyc02g062580.2.1	798	1	1	0
Solyc02g062600.2.1	807	0	0	0
Solyc02g062610.2.1	1119	1	0	1
Solyc02g062620.2.1	774	0	0	0
Solyc02g062630.1.1	1848	0	0	0
Solyc02g062640.2.1	537	0	0	0
Solyc02g062670.2.1	1236	0	0	0
Solyc02g062680.2.1	576	0	0	0
Solyc02g062690.2.1	918	0	0	0
Solyc02g062700.2.1	1923	1	1	0
Solyc02g062720.2.1	1062	0	0	0
Solyc02g062740.2.1	1812	0	0	0
Solyc02g062780.2.1	2316	0	0	0
Solyc02g062790.2.1	1965	0	0	0
Solyc02g062800.2.1	1200	1	1	0
Solyc02g062810.2.1	1809	0	0	0
Solyc02g062880.1.1	261	0	0	0
Solyc02g062910.1.1	1251	0	0	0
Solyc02g062920.2.1	1683	0	0	0
Solyc02g062930.2.1	186	0	0	0
Solyc02g062940.2.1	1971	0	0	0
Solyc02g062950.2.1	1026	0	0	0
Solyc02g062970.2.1	1965	0	0	0
Solyc02g063010.2.1	960	0	0	0
Solyc02g063030.2.1	972	1	0	1
Solyc02g063040.2.1	216	0	0	0
Solyc02g063050.2.1	1968	0	0	0
Solyc02g063060.2.1	1935	0	0	0
Solyc02g063070.2.1	783	0	0	0
Solyc02g063090.2.1	1608	0	0	0
Solyc02g063130.2.1	1152	0	0	0
Solyc02g063140.2.1	1491	0	0	0
Solyc02g063150.2.1	546	1	0	1
Solyc02g063160.2.1	1029	0	0	0
Solyc02g063170.2.1	741	0	0	0
Solyc02g063180.2.1	426	0	0	0
Solyc02g063190.2.1	525	0	0	0
Solyc02g063200.1.1	1044	0	0	0
Solyc02g063220.2.1	1308	0	0	0
Solyc02g063240.2.1	816	0	0	0
Solyc02g063270.2.1	1365	1	0	1
Solyc02g063280.2.1	777	1	1	0
Solyc02g063290.2.1	546	0	0	0
Solyc02g063300.2.1	405	0	0	0
Solyc02g063330.2.1	1566	0	0	0
Solyc02g063380.1.1	315	1	0	1
Solyc02g063390.2.1	957	1	0	1
Solyc02g063410.2.1	405	0	0	0
Solyc02g063430.2.1	966	0	0	0
Solyc02g063450.2.1	2190	1	0	1
Solyc02g063460.1.1	669	0	0	0
Solyc02g063490.2.1	1059	0	0	0
Solyc02g063520.2.1	759	0	0	0
Solyc02g064550.2.1	765	0	0	0
Solyc02g064580.2.1	1434	0	0	0
Solyc02g064590.1.1	852	0	0	0
Solyc02g064600.2.1	2748	0	0	0
Solyc02g064610.2.1	852	0	0	0
Solyc02g064620.2.1	2748	0	0	0
Solyc02g064630.2.1	960	0	0	0
Solyc02g064640.2.1	555	1	0	1
Solyc02g064650.2.1	960	0	0	0
Solyc02g064670.1.1	441	0	0	0
Solyc02g064680.2.1	3054	0	0	0
Solyc02g064690.2.1	1242	0	0	0
Solyc02g064700.2.1	1284	0	0	0
Solyc02g064720.2.1	1818	0	0	0
Solyc02g064730.2.1	234	0	0	0
Solyc02g064740.2.1	1491	0	0	0
Solyc02g064750.2.1	867	0	0	0
Solyc02g064770.2.1	813	0	0	0
Solyc02g064800.2.1	2325	0	0	0
Solyc02g064940.1.1	1395	0	0	0
Solyc02g064950.2.1	711	0	0	0
Solyc02g064960.2.1	1515	0	0	0
Solyc02g064990.2.1	1164	0	0	0
Solyc02g065020.1.1	546	1	0	1
Solyc02g065030.1.1	1917	0	0	0
Solyc02g065050.1.1	1290	1	0	1
Solyc02g065060.2.1	801	0	0	0
Solyc02g065070.2.1	1776	0	0	0
Solyc02g065080.2.1	912	0	0	0
Solyc02g065110.2.1	1893	0	0	0
Solyc02g065170.2.1	1620	0	0	0
Solyc02g065180.2.1	654	0	0	0
Solyc02g065230.2.1	1482	0	0	0
Solyc02g065240.2.1	795	1	0	1
Solyc02g065290.1.1	612	1	1	0
Solyc02g065300.1.1	3240	0	0	0
Solyc02g065350.2.1	996	0	0	0
Solyc02g065360.2.1	1551	0	0	0
Solyc02g065370.2.1	537	0	0	0
Solyc02g065380.2.1	609	0	0	0
Solyc02g065400.2.1	990	1	0	1
Solyc02g065410.1.1	2058	1	1	0
Solyc02g065420.2.1	468	0	0	0
Solyc02g065470.1.1	543	1	0	1
Solyc02g065480.2.1	1947	1	1	0
Solyc02g065490.2.1	1875	1	0	1
Solyc02g065500.2.1	7551	0	0	0
Solyc02g065510.1.1	1962	0	0	0
Solyc02g065520.1.1	1854	0	0	0
Solyc02g065540.1.1	666	0	0	0
Solyc02g065550.2.1	1050	0	0	0
Solyc02g065560.1.1	2166	1	1	0
Solyc02g065580.2.1	699	0	0	0
Solyc02g065610.2.1	0	1	0	1
Solyc02g065620.2.1	1677	0	0	0
Solyc02g065630.2.1	1329	0	0	0
Solyc02g065650.1.1	1194	0	0	0
Solyc02g065660.2.1	1881	0	0	0
Solyc02g065680.2.1	1392	0	0	0
Solyc02g065690.2.1	345	1	0	1
Solyc02g065700.2.1	846	0	0	0
Solyc02g065720.2.1	675	0	0	0
Solyc02g065770.2.1	1335	0	0	0
Solyc02g065780.1.1	291	1	0	1
Solyc02g065790.2.1	1323	0	0	0
Solyc02g066810.1.1	174	0	0	0
Solyc02g066830.2.1	1200	0	0	0
Solyc02g066910.2.1	1134	0	0	0
Solyc02g066920.2.1	465	0	0	0
Solyc02g066930.2.1	651	0	0	0
Solyc02g066940.2.1	1782	0	0	0
Solyc02g066950.2.1	2718	0	0	0
Solyc02g066980.1.1	1593	0	0	0
Solyc02g066990.2.1	1002	0	0	0
Solyc02g067010.2.1	4347	0	0	0
Solyc02g067030.2.1	1545	0	0	0
Solyc02g067040.2.1	1683	0	0	0
Solyc02g067050.2.1	915	1	0	1
Solyc02g067060.2.1	1602	0	0	0
Solyc02g067070.2.1	1140	0	0	0
Solyc02g067080.2.1	1530	0	0	0
Solyc02g067090.2.1	1527	0	0	0
Solyc02g067100.2.1	1569	0	0	0
Solyc02g067120.2.1	726	1	0	1
Solyc02g067130.1.1	1737	0	0	0
Solyc02g067140.1.1	1236	0	0	0
Solyc02g067150.2.1	1059	0	0	0
Solyc02g067160.2.1	924	0	0	0
Solyc02g067170.1.1	213	0	0	0
Solyc02g067180.2.1	1623	0	0	0
Solyc02g067200.2.1	3525	0	0	0
Solyc02g067210.2.1	1851	0	0	0
Solyc02g067230.2.1	1404	0	0	0
Solyc02g067250.1.1	654	1	0	1
Solyc02g067260.1.1	1008	0	0	0
Solyc02g067270.1.1	315	0	0	0
Solyc02g067280.1.1	300	0	0	0
Solyc02g067290.2.1	279	0	0	0
Solyc02g067310.2.1	879	0	0	0
Solyc02g067320.1.1	996	0	0	0
Solyc02g067340.2.1	1008	0	0	0
Solyc02g067360.2.1	1398	0	0	0
Solyc02g067370.2.1	765	0	0	0
Solyc02g067390.2.1	768	0	0	0
Solyc02g067400.1.1	855	0	0	0
Solyc02g067420.2.1	459	0	0	0
Solyc02g067440.2.1	789	0	0	0
Solyc02g067460.2.1	831	0	0	0
Solyc02g067470.2.1	714	0	0	0
Solyc02g067480.2.1	1458	0	0	0
Solyc02g067520.2.1	81	0	0	0
Solyc02g067530.2.1	954	0	0	0
Solyc02g067540.2.1	1017	0	0	0
Solyc02g067560.1.1	1812	0	0	0
Solyc02g067570.2.1	4047	0	0	0
Solyc02g067580.2.1	276	0	0	0
Solyc02g067590.1.1	237	1	1	0
Solyc02g067620.1.1	2709	0	0	0
Solyc02g067660.2.1	1704	0	0	0
Solyc02g067670.2.1	4620	0	0	0
Solyc02g067680.1.1	1089	0	0	0
Solyc02g067690.2.1	1329	0	0	0
Solyc02g067710.1.1	1152	0	0	0
Solyc02g067740.2.1	1281	1	0	1
Solyc02g067800.2.1	507	0	0	0
Solyc02g067810.1.1	315	0	0	0
Solyc02g067820.2.1	2088	0	0	0
Solyc02g067830.2.1	1884	0	0	0
Solyc02g067840.2.1	1020	0	0	0
Solyc02g067860.2.1	918	0	0	0
Solyc02g067890.2.1	1833	0	0	0
Solyc02g067900.2.1	987	0	0	0
Solyc02g067910.1.1	378	0	0	0
Solyc02g067920.2.1	1113	0	0	0
Solyc02g067930.2.1	1110	0	0	0
Solyc02g067950.2.1	1491	0	0	0
Solyc02g067960.1.1	1140	0	0	0
Solyc02g067970.2.1	1272	0	0	0
Solyc02g067980.2.1	1575	0	0	0
Solyc02g067990.2.1	2202	0	0	0
Solyc02g068000.2.1	1065	0	0	0
Solyc02g068010.2.1	693	0	0	0
Solyc02g068030.1.1	843	0	0	0
Solyc02g068050.2.1	1293	0	0	0
Solyc02g068060.2.1	2310	0	0	0
Solyc02g068070.2.1	1257	0	0	0
Solyc02g068080.2.1	2355	0	0	0
Solyc02g068090.2.1	558	0	0	0
Solyc02g068100.2.1	1635	0	0	0
Solyc02g068110.2.1	216	0	0	0
Solyc02g068120.2.1	909	0	0	0
Solyc02g068130.2.1	615	0	0	0
Solyc02g068140.2.1	1791	0	0	0
Solyc02g068150.2.1	372	0	0	0
Solyc02g068180.2.1	825	0	0	0
Solyc02g068190.1.1	1989	0	0	0
Solyc02g068200.1.1	819	0	0	0
Solyc02g068230.2.1	357	0	0	0
Solyc02g068240.2.1	1002	0	0	0
Solyc02g068260.1.1	846	0	0	0
Solyc02g068270.2.1	648	0	0	0
Solyc02g068280.2.1	2274	0	0	0
Solyc02g068290.1.1	402	0	0	0
Solyc02g068300.2.1	2067	1	1	0
Solyc02g068310.2.1	906	0	0	0
Solyc02g068320.2.1	906	0	0	0
Solyc02g068340.2.1	3798	0	0	0
Solyc02g068350.1.1	939	0	0	0
Solyc02g068360.2.1	858	0	0	0
Solyc02g068370.2.1	1635	0	0	0
Solyc02g068380.2.1	1482	0	0	0
Solyc02g068390.2.1	498	0	0	0
Solyc02g068400.2.1	1446	0	0	0
Solyc02g068420.2.1	1377	0	0	0
Solyc02g068430.2.1	930	0	0	0
Solyc02g068450.2.1	345	0	0	0
Solyc02g068480.2.1	1656	0	0	0
Solyc02g068490.2.1	3012	0	0	0
Solyc02g068500.2.1	585	0	0	0
Solyc02g068510.1.1	726	0	0	0
Solyc02g068530.2.1	1458	0	0	0
Solyc02g068540.1.1	1662	0	0	0
Solyc02g068550.1.1	2385	1	0	1
Solyc02g068560.2.1	7152	0	0	0
Solyc02g068580.1.1	1407	0	0	0
Solyc02g068590.2.1	2382	0	0	0
Solyc02g068600.2.1	1290	0	0	0
Solyc02g068610.1.1	615	0	0	0
Solyc02g068630.1.1	2118	1	1	0
Solyc02g068640.2.1	831	0	0	0
Solyc02g068650.1.1	735	0	0	0
Solyc02g068660.1.1	2106	1	1	0
Solyc02g068690.2.1	1428	0	0	0
Solyc02g068700.2.1	543	0	0	0
Solyc02g068710.2.1	375	0	0	0
Solyc02g068720.2.1	4158	0	0	0
Solyc02g068730.2.1	1752	0	0	0
Solyc02g068740.2.1	465	0	0	0
Solyc02g068750.1.1	1041	0	0	0
Solyc02g068760.2.1	1872	0	0	0
Solyc02g068770.2.1	459	0	0	0
Solyc02g068780.2.1	3051	0	0	0
Solyc02g068790.2.1	2046	0	0	0
Solyc02g068800.1.1	861	0	0	0
Solyc02g068820.1.1	3315	0	0	0
Solyc02g068830.1.1	1989	0	0	0
Solyc02g068840.1.1	171	0	0	0
Solyc02g068890.2.1	2151	1	1	0
Solyc02g068900.2.1	954	0	0	0
Solyc02g068910.2.1	1734	0	0	0
Solyc02g068920.2.1	1608	0	0	0
Solyc02g068930.2.1	540	0	0	0
Solyc02g068990.2.1	615	0	0	0
Solyc02g069010.2.1	1092	0	0	0
Solyc02g069020.2.1	789	0	0	0
Solyc02g069030.2.1	780	0	0	0
Solyc02g069040.2.1	639	1	0	1
Solyc02g069050.1.1	1944	0	0	0
Solyc02g069070.2.1	498	0	0	0
Solyc02g069080.2.1	2325	0	0	0
Solyc02g069090.2.1	1059	0	0	0
Solyc02g069100.2.1	1065	0	0	0
Solyc02g069110.2.1	1065	0	0	0
Solyc02g069120.2.1	1521	0	0	0
Solyc02g069150.2.1	669	0	0	0
Solyc02g069160.2.1	1530	0	0	0
Solyc02g069170.1.1	843	0	0	0
Solyc02g069180.2.1	852	0	0	0
Solyc02g069220.1.1	339	0	0	0
Solyc02g069230.2.1	1620	0	0	0
Solyc02g069240.1.1	1311	0	0	0
Solyc02g069260.2.1	3129	0	0	0
Solyc02g069270.2.1	2934	0	0	0
Solyc02g069290.2.1	3009	0	0	0
Solyc02g069310.2.1	1746	0	0	0
Solyc02g069320.1.1	1725	0	0	0
Solyc02g069340.2.1	1137	0	0	0
Solyc02g069370.2.1	603	0	0	0
Solyc02g069380.2.1	720	0	0	0
Solyc02g069390.1.1	921	0	0	0
Solyc02g069400.2.1	1746	1	0	1
Solyc02g069410.2.1	1107	0	0	0
Solyc02g069450.2.1	741	1	0	1
Solyc02g069460.2.1	687	1	0	1
Solyc02g069470.2.1	2127	0	0	0
Solyc02g069490.2.1	1740	0	0	0
Solyc02g069500.1.1	2562	0	0	0
Solyc02g069520.2.1	618	0	0	0
Solyc02g069560.2.1	2307	0	0	0
Solyc02g069570.2.1	2262	0	0	0
Solyc02g069580.2.1	1254	0	0	0
Solyc02g069590.2.1	846	0	0	0
Solyc02g069600.2.1	1410	0	0	0
Solyc02g069610.2.1	423	0	0	0
Solyc02g069620.2.1	891	0	0	0
Solyc02g069630.2.1	2565	0	0	0
Solyc02g069640.2.1	888	0	0	0
Solyc02g069650.1.1	2232	0	0	0
Solyc02g069660.2.1	876	0	0	0
Solyc02g069670.2.1	2526	0	0	0
Solyc02g069680.2.1	669	0	0	0
Solyc02g069690.1.1	1644	0	0	0
Solyc02g069710.2.1	1596	0	0	0
Solyc02g069720.2.1	489	0	0	0
Solyc02g069750.1.1	1422	0	0	0
Solyc02g069770.2.1	1551	0	0	0
Solyc02g069780.2.1	2355	0	0	0
Solyc02g069790.2.1	1182	0	0	0
Solyc02g069800.1.1	1008	0	0	0
Solyc02g069820.2.1	372	0	0	0
Solyc02g069830.2.1	2529	0	0	0
Solyc02g069840.2.1	378	0	0	0
Solyc02g069850.2.1	327	0	0	0
Solyc02g069860.2.1	627	0	0	0
Solyc02g069880.2.1	609	1	1	0
Solyc02g069910.1.1	321	0	0	0
Solyc02g069920.2.1	1683	0	0	0
Solyc02g069930.1.1	960	0	0	0
Solyc02g069940.2.1	2802	0	0	0
Solyc02g069950.2.1	1149	0	0	0
Solyc02g069970.2.1	2007	0	0	0
Solyc02g069980.2.1	1485	1	0	1
Solyc02g070000.2.1	3075	0	0	0
Solyc02g070010.1.1	1371	0	0	0
Solyc02g070030.2.1	2811	0	0	0
Solyc02g070040.1.1	1026	0	0	0
Solyc02g070050.2.1	486	0	0	0
Solyc02g070060.1.1	1581	0	0	0
Solyc02g070100.2.1	1758	0	0	0
Solyc02g070210.2.1	1416	0	0	0
Solyc02g070220.2.1	552	0	0	0
Solyc02g070230.1.1	621	0	0	0
Solyc02g070240.2.1	2016	0	0	0
Solyc02g070250.2.1	633	0	0	0
Solyc02g070260.2.1	5217	0	0	0
Solyc02g070290.2.1	2940	0	0	0
Solyc02g070300.2.1	1401	0	0	0
Solyc02g070310.2.1	402	0	0	0
Solyc02g070320.2.1	795	0	0	0
Solyc02g070330.2.1	795	0	0	0
Solyc02g070340.2.1	795	0	0	0
Solyc02g070350.2.1	795	0	0	0
Solyc02g070360.2.1	795	0	0	0
Solyc02g070390.2.1	1587	0	0	0
Solyc02g070400.2.1	1989	0	0	0
Solyc02g070440.2.1	1161	0	0	0
Solyc02g070460.2.1	2409	0	0	0
Solyc02g070470.1.1	234	0	0	0
Solyc02g070480.2.1	579	0	0	0
Solyc02g070490.2.1	1305	0	0	0
Solyc02g070500.1.1	444	0	0	0
Solyc02g070510.2.1	714	0	0	0
Solyc02g070520.2.1	1890	0	0	0
Solyc02g070530.2.1	2067	0	0	0
Solyc02g070540.2.1	1176	0	0	0
Solyc02g070550.2.1	1125	0	0	0
Solyc02g070560.2.1	1557	0	0	0
Solyc02g070570.2.1	453	0	0	0
Solyc02g070580.1.1	1506	0	0	0
Solyc02g070600.1.1	1236	0	0	0
Solyc02g070620.2.1	1287	0	0	0
Solyc02g070630.2.1	465	0	0	0
Solyc02g070640.2.1	537	0	0	0
Solyc02g070650.2.1	537	0	0	0
Solyc02g070670.2.1	834	0	0	0
Solyc02g070680.2.1	633	0	0	0
Solyc02g070700.1.1	873	0	0	0
Solyc02g070710.1.1	1845	1	1	0
Solyc02g070760.2.1	885	0	0	0
Solyc02g070770.2.1	879	0	0	0
Solyc02g070780.2.1	2364	0	0	0
Solyc02g070790.2.1	1410	0	0	0
Solyc02g070800.2.1	921	0	0	0
Solyc02g070810.2.1	5841	0	0	0
Solyc02g070860.2.1	1059	0	0	0
Solyc02g070870.2.1	480	0	0	0
Solyc02g070880.1.1	741	0	0	0
Solyc02g070890.2.1	3510	0	0	0
Solyc02g070900.1.1	681	0	0	0
Solyc02g070910.1.1	2877	0	0	0
Solyc02g070940.1.1	798	1	0	1
Solyc02g070950.1.1	798	1	0	1
Solyc02g070960.1.1	177	0	0	0
Solyc02g070970.1.1	798	1	0	1
Solyc02g070980.1.1	798	1	0	1
Solyc02g070990.1.1	798	1	0	1
Solyc02g071000.1.1	798	1	0	1
Solyc02g071010.1.1	798	1	0	1
Solyc02g071030.1.1	798	1	0	1
Solyc02g071040.2.1	3006	0	0	0
Solyc02g071060.2.1	1188	0	0	0
Solyc02g071080.1.1	750	0	0	0
Solyc02g071100.2.1	1128	0	0	0
Solyc02g071110.2.1	1140	0	0	0
Solyc02g071120.2.1	1629	0	0	0
Solyc02g071140.2.1	1275	0	0	0
Solyc02g071150.2.1	387	0	0	0
Solyc02g071160.2.1	1122	0	0	0
Solyc02g071170.2.1	534	0	0	0
Solyc02g071180.2.1	2502	0	0	0
Solyc02g071190.2.1	1386	1	0	1
Solyc02g071200.2.1	912	0	0	0
Solyc02g071210.2.1	669	0	0	0
Solyc02g071220.2.1	501	0	0	0
Solyc02g071230.1.1	1866	1	1	0
Solyc02g071240.2.1	2352	0	0	0
Solyc02g071250.2.1	1440	0	0	0
Solyc02g071260.2.1	3414	0	0	0
Solyc02g071270.1.1	2544	0	0	0
Solyc02g071280.2.1	1965	1	1	0
Solyc02g071300.1.1	2067	1	1	0
Solyc02g071320.2.1	1179	0	0	0
Solyc02g071330.2.1	954	0	0	0
Solyc02g071360.2.1	1092	0	0	0
Solyc02g071450.2.1	1083	0	0	0
Solyc02g071510.2.1	1764	0	0	0
Solyc02g071530.1.1	2229	0	0	0
Solyc02g071570.2.1	834	0	0	0
Solyc02g071580.2.1	2328	1	0	1
Solyc02g071590.1.1	2832	0	0	0
Solyc02g071600.2.1	651	0	0	0
Solyc02g071610.2.1	1104	1	0	1
Solyc02g071620.2.1	1098	0	0	0
Solyc02g071640.1.1	384	0	0	0
Solyc02g071680.1.1	429	0	0	0
Solyc02g071700.2.1	1083	0	0	0
Solyc02g071710.2.1	1143	0	0	0
Solyc02g071720.2.1	1203	0	0	0
Solyc02g071740.2.1	1386	0	0	0
Solyc02g071750.2.1	588	0	0	0
Solyc02g071780.2.1	1695	0	0	0
Solyc02g071800.2.1	2727	0	0	0
Solyc02g071810.2.1	3033	0	0	0
Solyc02g071830.1.1	1080	0	0	0
Solyc02g071860.2.1	2988	0	0	0
Solyc02g071870.2.1	2922	0	0	0
Solyc02g071880.2.1	2988	0	0	0
Solyc02g071890.2.1	1317	0	0	0
Solyc02g071900.2.1	1686	0	0	0
Solyc02g071920.2.1	873	0	0	0
Solyc02g071930.1.1	879	0	0	0
Solyc02g071940.1.1	294	0	0	0
Solyc02g071980.2.1	2073	1	0	1
Solyc02g071990.2.1	975	1	1	0
Solyc02g072010.1.1	795	0	0	0
Solyc02g072020.1.1	768	0	0	0
Solyc02g072030.1.1	1134	0	0	0
Solyc02g072050.1.1	1506	0	0	0
Solyc02g072080.1.1	2175	0	0	0
Solyc02g072090.1.1	3642	0	0	0
Solyc02g072120.2.1	648	0	0	0
Solyc02g072130.2.1	1428	0	0	0
Solyc02g072140.1.1	1371	0	0	0
Solyc02g072150.2.1	2556	0	0	0
Solyc02g072160.2.1	1734	1	0	1
Solyc02g072180.2.1	654	0	0	0
Solyc02g072230.2.1	1125	0	0	0
Solyc02g072240.2.1	2922	0	0	0
Solyc02g072260.2.1	789	0	0	0
Solyc02g072270.2.1	546	0	0	0
Solyc02g072300.2.1	1149	0	0	0
Solyc02g072310.2.1	1416	0	0	0
Solyc02g072320.1.1	288	0	0	0
Solyc02g072330.1.1	1956	0	0	0
Solyc02g072430.1.1	2310	0	0	0
Solyc02g072440.2.1	2715	1	1	0
Solyc02g072460.1.1	465	0	0	0
Solyc02g072500.2.1	1578	0	0	0
Solyc02g072510.2.1	1338	0	0	0
Solyc02g072520.2.1	2049	0	0	0
Solyc02g072530.1.1	1437	0	0	0
Solyc02g073580.1.1	660	0	0	0
Solyc02g074600.2.1	318	0	0	0
Solyc02g075610.2.1	1092	0	0	0
Solyc02g075620.2.1	1089	0	0	0
Solyc02g075630.1.1	570	0	0	0
Solyc02g076660.2.1	2142	0	0	0
Solyc02g076670.2.1	1017	0	0	0
Solyc02g076680.2.1	2088	0	0	0
Solyc02g076690.2.1	1443	0	0	0
Solyc02g076700.1.1	2229	0	0	0
Solyc02g076720.2.1	4380	0	0	0
Solyc02g076730.2.1	261	1	0	1
Solyc02g076750.1.1	1053	0	0	0
Solyc02g076760.2.1	621	0	0	0
Solyc02g076780.2.1	2226	0	0	0
Solyc02g076790.2.1	576	0	0	0
Solyc02g076810.2.1	846	0	0	0
Solyc02g076840.2.1	3906	0	0	0
Solyc02g076870.2.1	1362	1	0	1
Solyc02g076900.2.1	531	0	0	0
Solyc02g076930.1.1	1284	0	0	0
Solyc02g076950.2.1	795	0	0	0
Solyc02g076960.2.1	630	0	0	0
Solyc02g077030.2.1	1194	0	0	0
Solyc02g077050.2.1	1026	0	0	0
Solyc02g077080.2.1	1107	0	0	0
Solyc02g077090.2.1	1938	0	0	0
Solyc02g077100.2.1	1260	0	0	0
Solyc02g077110.2.1	1290	0	0	0
Solyc02g077140.2.1	1047	1	0	1
Solyc02g077160.2.1	1233	0	0	0
Solyc02g077170.1.1	1341	0	0	0
Solyc02g077180.1.1	456	0	0	0
Solyc02g077190.1.1	855	0	0	0
Solyc02g077210.1.1	840	0	0	0
Solyc02g077220.2.1	723	0	0	0
Solyc02g077240.2.1	1764	0	0	0
Solyc02g077250.2.1	1065	0	0	0
Solyc02g077280.2.1	1317	0	0	0
Solyc02g077290.1.1	2778	0	0	0
Solyc02g077310.2.1	462	0	0	0
Solyc02g077320.2.1	1425	0	0	0
Solyc02g077330.2.1	1083	0	0	0
Solyc02g077410.2.1	489	0	0	0
Solyc02g077440.2.1	225	0	0	0
Solyc02g077450.2.1	1404	0	0	0
Solyc02g077460.1.1	651	0	0	0
Solyc02g077470.2.1	510	0	0	0
Solyc02g077480.1.1	411	0	0	0
Solyc02g077560.2.1	2244	0	0	0
Solyc02g077600.2.1	3231	0	0	0
Solyc02g077620.1.1	1062	0	0	0
Solyc02g077630.2.1	3003	0	0	0
Solyc02g077640.1.1	630	0	0	0
Solyc02g077650.1.1	1440	0	0	0
Solyc02g077660.2.1	5037	0	0	0
Solyc02g077670.2.1	1032	0	0	0
Solyc02g077680.2.1	3024	0	0	0
Solyc02g077690.2.1	882	0	0	0
Solyc02g077700.1.1	459	0	0	0
Solyc02g077710.1.1	1029	0	0	0
Solyc02g077720.2.1	435	1	0	1
Solyc02g077730.2.1	294	0	0	0
Solyc02g077740.2.1	480	0	0	0
Solyc02g077750.2.1	267	0	0	0
Solyc02g077760.1.1	195	0	0	0
Solyc02g077780.2.1	1842	0	0	0
Solyc02g077840.1.1	465	0	0	0
Solyc02g077850.2.1	1803	0	0	0
Solyc02g077860.1.1	390	0	0	0
Solyc02g077880.2.1	372	1	0	1
Solyc02g077890.2.1	1302	0	0	0
