itag	up	down	all	length
3640	Solyc02g081330.2.1	0	0	0	1317
3641	Solyc02g081340.2.1	0	1	1	693
3642	Solyc02g081370.2.1	0	0	0	1701
3643	Solyc02g081380.2.1	0	0	0	603
3644	Solyc02g081390.2.1	0	0	0	1488
3645	Solyc02g081400.2.1	0	0	0	1167
3646	Solyc02g081410.2.1	0	0	0	1605
3647	Solyc02g081420.2.1	0	0	0	3273
3648	Solyc02g081430.2.1	1	0	1	438
3649	Solyc02g081440.2.1	0	0	0	2073
3650	Solyc02g081460.2.1	0	0	0	2124
3651	Solyc02g081480.2.1	0	0	0	1809
3652	Solyc02g081500.2.1	0	0	0	1617
3653	Solyc02g081520.2.1	0	0	0	1791
3654	Solyc02g081530.1.1	0	0	0	1224
3655	Solyc02g081550.2.1	0	0	0	2019
3656	Solyc02g081570.2.1	0	0	0	2085
3657	Solyc02g081580.2.1	0	0	0	813
3658	Solyc02g081590.2.1	0	0	0	2397
3659	Solyc02g081610.1.1	0	0	0	912
3660	Solyc02g081620.2.1	0	0	0	1086
3661	Solyc02g081640.2.1	0	0	0	2118
3662	Solyc02g081650.2.1	0	0	0	1344
3663	Solyc02g081660.2.1	0	0	0	1323
3664	Solyc02g081680.2.1	0	0	0	2253
3665	Solyc02g081690.1.1	0	0	0	1446
3666	Solyc02g081700.1.1	0	0	0	747
3667	Solyc02g081730.2.1	0	0	0	1260
3668	Solyc02g081770.1.1	0	0	0	1338
3669	Solyc02g081810.2.1	0	0	0	1794
3670	Solyc02g081830.2.1	0	1	1	771
3671	Solyc02g081840.2.1	0	0	0	1053
3672	Solyc02g081850.2.1	0	0	0	1452
3673	Solyc02g081860.1.1	0	0	0	2154
3674	Solyc02g081880.2.1	0	0	0	933
3675	Solyc02g081910.1.1	0	0	0	3528
3676	Solyc02g081920.2.1	0	0	0	1530
3677	Solyc02g081940.2.1	0	0	0	2421
3678	Solyc02g081950.2.1	0	0	0	726
3679	Solyc02g081960.2.1	0	0	0	2310
3680	Solyc02g081980.2.1	0	0	0	1305
3681	Solyc02g082000.2.1	0	0	0	456
3682	Solyc02g082010.1.1	0	0	0	1206
3683	Solyc02g082020.2.1	0	0	0	345
3684	Solyc02g082030.2.1	0	0	0	1167
3685	Solyc02g082080.1.1	0	0	0	450
3686	Solyc02g082100.2.1	0	0	0	3237
3687	Solyc02g082110.2.1	0	0	0	546
3688	Solyc02g082120.2.1	0	0	0	1188
3689	Solyc02g082130.1.1	0	0	0	1074
3690	Solyc02g082140.2.1	0	0	0	1533
3691	Solyc02g082160.1.1	0	0	0	2124
3692	Solyc02g082170.1.1	1	0	1	1236
3693	Solyc02g082180.2.1	0	0	0	2505
3694	Solyc02g082190.2.1	0	0	0	1803
3695	Solyc02g082200.2.1	0	0	0	531
3696	Solyc02g082210.2.1	0	0	0	1644
3697	Solyc02g082220.2.1	0	0	0	3093
3698	Solyc02g082230.2.1	0	0	0	1380
3699	Solyc02g082250.2.1	0	0	0	1104
3700	Solyc02g082260.2.1	0	0	0	1806
3701	Solyc02g082270.2.1	0	0	0	849
3702	Solyc02g082280.2.1	0	0	0	3531
3703	Solyc02g082290.2.1	0	0	0	2061
3704	Solyc02g082300.2.1	0	0	0	786
3705	Solyc02g082340.2.1	0	0	0	1854
3706	Solyc02g082350.2.1	0	0	0	1734
3707	Solyc02g082360.2.1	0	0	0	582
3708	Solyc02g082400.2.1	0	0	0	2694
3709	Solyc02g082410.2.1	0	0	0	2124
3710	Solyc02g082420.2.1	0	0	0	732
3711	Solyc02g082430.2.1	0	0	0	1662
3712	Solyc02g082460.2.1	0	0	0	2808
3713	Solyc02g082470.2.1	0	0	0	2676
3714	Solyc02g082480.2.1	0	0	0	2877
3715	Solyc02g082490.2.1	0	0	0	1155
3716	Solyc02g082500.1.1	1	0	1	468
3717	Solyc02g082510.1.1	0	0	0	1278
3718	Solyc02g082520.1.1	0	0	0	1260
3719	Solyc02g082530.1.1	0	0	0	294
3720	Solyc02g082540.2.1	0	0	0	3123
3721	Solyc02g082550.2.1	0	0	0	1341
3722	Solyc02g082570.1.1	0	0	0	1116
3723	Solyc02g082590.2.1	0	0	0	642
3724	Solyc02g082600.2.1	0	0	0	336
3725	Solyc02g082630.2.1	0	0	0	1005
3726	Solyc02g082650.2.1	0	0	0	78
3727	Solyc02g082660.2.1	0	0	0	3636
3728	Solyc02g082670.2.1	0	0	0	825
3729	Solyc02g082680.2.1	0	0	0	2673
3730	Solyc02g082690.2.1	0	0	0	3165
3731	Solyc02g082700.2.1	0	0	0	423
3732	Solyc02g082710.2.1	0	0	0	534
3733	Solyc02g082720.2.1	0	0	0	1266
3734	Solyc02g082730.2.1	0	0	0	1659
3735	Solyc02g082750.2.1	0	0	0	1785
3736	Solyc02g082760.2.1	0	0	0	1479
3737	Solyc02g082800.2.1	0	0	0	1662
3738	Solyc02g082810.2.1	0	0	0	2478
3739	Solyc02g082820.2.1	0	1	1	1305
3740	Solyc02g082830.1.1	0	0	0	1299
3741	Solyc02g082840.2.1	0	0	0	2385
3742	Solyc02g082850.2.1	0	0	0	1071
3743	Solyc02g082860.2.1	0	0	0	1074
3744	Solyc02g082900.2.1	0	0	0	1116
3745	Solyc02g082940.2.1	0	0	0	1419
3746	Solyc02g082950.2.1	0	0	0	1233
3747	Solyc02g082970.1.1	0	0	0	1410
3748	Solyc02g083110.1.1	0	0	0	1431
3749	Solyc02g083120.1.1	0	0	0	954
3750	Solyc02g083130.2.1	0	0	0	1632
3751	Solyc02g083140.2.1	0	0	0	2808
3752	Solyc02g083150.2.1	0	0	0	1053
3753	Solyc02g083170.2.1	0	0	0	1461
3754	Solyc02g083180.2.1	0	0	0	612
3755	Solyc02g083190.1.1	0	0	0	1290
3756	Solyc02g083200.2.1	0	0	0	612
3757	Solyc02g083210.1.1	0	0	0	432
3758	Solyc02g083220.1.1	0	0	0	312
3759	Solyc02g083230.2.1	0	0	0	795
3760	Solyc02g083240.2.1	0	0	0	348
3761	Solyc02g083250.2.1	0	0	0	603
3762	Solyc02g083260.2.1	0	0	0	1317
3763	Solyc02g083270.2.1	0	0	0	1122
3764	Solyc02g083280.2.1	0	0	0	561
3765	Solyc02g083290.2.1	0	0	0	1689
3766	Solyc02g083310.2.1	0	0	0	972
3767	Solyc02g083320.2.1	0	0	0	687
3768	Solyc02g083330.1.1	0	0	0	309
3769	Solyc02g083340.2.1	0	0	0	2601
3770	Solyc02g083350.2.1	0	0	0	5541
3771	Solyc02g083360.1.1	0	0	0	381
3772	Solyc02g083380.2.1	0	0	0	219
3773	Solyc02g083390.2.1	0	0	0	804
3774	Solyc02g083400.2.1	0	0	0	720
3775	Solyc02g083410.2.1	0	0	0	2784
3776	Solyc02g083420.2.1	0	0	0	1173
3777	Solyc02g083430.1.1	0	0	0	2496
3778	Solyc02g083450.2.1	0	0	0	1566
3779	Solyc02g083460.2.1	0	0	0	1620
3780	Solyc02g083470.2.1	0	0	0	2307
3781	Solyc02g083500.2.1	0	0	0	624
3782	Solyc02g083520.2.1	0	0	0	654
3783	Solyc02g083540.2.1	0	0	0	1257
3784	Solyc02g083560.2.1	0	0	0	2373
3785	Solyc02g083580.2.1	0	0	0	594
3786	Solyc02g083590.2.1	0	0	0	1329
3787	Solyc02g083600.2.1	0	0	0	1800
3788	Solyc02g083610.2.1	0	0	0	1914
3789	Solyc02g083640.2.1	0	0	0	1431
3790	Solyc02g083650.2.1	0	0	0	261
3791	Solyc02g083660.1.1	0	0	0	501
3792	Solyc02g083680.1.1	0	0	0	2640
3793	Solyc02g083710.2.1	0	0	0	1212
3794	Solyc02g083720.2.1	0	0	0	1602
3795	Solyc02g083740.1.1	0	0	0	2199
3796	Solyc02g083750.1.1	0	0	0	1266
3797	Solyc02g083760.2.1	0	0	0	981
3798	Solyc02g083780.1.1	0	0	0	2994
3799	Solyc02g083800.2.1	0	0	0	693
3800	Solyc02g083810.2.1	0	0	0	1113
3801	Solyc02g083820.1.1	0	0	0	1968
3802	Solyc02g083850.2.1	0	0	0	1713
3803	Solyc02g083860.2.1	0	1	1	1089
3804	Solyc02g083880.2.1	0	0	0	312
3805	Solyc02g083890.2.1	0	0	0	1050
3806	Solyc02g083900.2.1	0	0	0	11742
3807	Solyc02g083940.2.1	0	0	0	999
3808	Solyc02g083960.2.1	0	0	0	1617
3809	Solyc02g083970.1.1	0	0	0	486
3810	Solyc02g083980.2.1	0	0	0	1581
3811	Solyc02g083990.2.1	1	0	1	1035
3812	Solyc02g084000.2.1	0	0	0	807
3813	Solyc02g084020.2.1	0	0	0	399
3814	Solyc02g084030.2.1	0	0	0	759
3815	Solyc02g084090.1.1	0	0	0	1185
3816	Solyc02g084100.1.1	0	0	0	732
3817	Solyc02g084130.2.1	0	0	0	390
3818	Solyc02g084200.1.1	0	0	0	1785
3819	Solyc02g084210.1.1	0	0	0	1086
3820	Solyc02g084220.2.1	0	0	0	615
3821	Solyc02g084230.1.1	0	0	0	867
3822	Solyc02g084240.2.1	0	0	0	624
3823	Solyc02g084340.1.1	0	0	0	1356
3824	Solyc02g084360.2.1	0	0	0	498
3825	Solyc02g084370.1.1	0	0	0	3384
3826	Solyc02g084380.2.1	0	0	0	453
3827	Solyc02g084390.2.1	0	0	0	3060
3828	Solyc02g084400.2.1	0	0	0	1788
3829	Solyc02g084430.2.1	0	0	0	147
3830	Solyc02g084440.2.1	0	0	0	1179
3831	Solyc02g084450.2.1	0	0	0	2661
3832	Solyc02g084490.1.1	0	0	0	1302
3833	Solyc02g084500.2.1	0	0	0	684
3834	Solyc02g084510.2.1	0	0	0	1905
3835	Solyc02g084520.2.1	0	0	0	2733
3836	Solyc02g084540.2.1	0	0	0	1149
3837	Solyc02g084550.2.1	0	0	0	681
3838	Solyc02g084560.2.1	0	0	0	726
3839	Solyc02g084570.2.1	0	0	0	1566
3840	Solyc02g084590.2.1	0	0	0	972
3841	Solyc02g084600.2.1	0	0	0	651
3842	Solyc02g084610.1.1	0	0	0	1248
3843	Solyc02g084620.2.1	0	0	0	2499
3844	Solyc02g084630.2.1	0	0	0	678
3845	Solyc02g084640.2.1	0	0	0	1470
3846	Solyc02g084650.2.1	0	0	0	513
3847	Solyc02g084660.2.1	0	0	0	678
3848	Solyc02g084670.2.1	0	0	0	2652
3849	Solyc02g084680.2.1	0	0	0	1059
3850	Solyc02g084690.2.1	0	0	0	2094
3851	Solyc02g084700.2.1	0	0	0	1935
3852	Solyc02g084710.2.1	0	0	0	357
3853	Solyc02g084720.2.1	0	0	0	2538
3854	Solyc02g084740.2.1	0	0	0	1485
3855	Solyc02g084750.2.1	0	0	0	1872
3856	Solyc02g084760.2.1	0	0	0	486
3857	Solyc02g084770.2.1	0	0	0	942
3858	Solyc02g084810.2.1	0	0	0	1242
3859	Solyc02g084820.2.1	0	0	0	1434
3860	Solyc02g084830.2.1	0	0	0	1857
3861	Solyc02g084870.2.1	0	0	0	1113
3862	Solyc02g084890.1.1	0	0	0	2553
3863	Solyc02g084900.2.1	0	0	0	1545
3864	Solyc02g084920.2.1	0	0	0	672
3865	Solyc02g084930.2.1	0	0	0	1461
3866	Solyc02g084950.2.1	0	0	0	1113
3867	Solyc02g084990.2.1	0	0	0	1305
3868	Solyc02g085000.2.1	0	0	0	1389
3869	Solyc02g085020.2.1	0	1	1	1140
3870	Solyc02g085030.2.1	0	0	0	4218
3871	Solyc02g085040.2.1	0	0	0	813
3872	Solyc02g085050.2.1	0	0	0	807
3873	Solyc02g085080.2.1	0	0	0	1212
3874	Solyc02g085090.1.1	0	0	0	900
3875	Solyc02g085100.2.1	0	0	0	909
3876	Solyc02g085130.2.1	1	0	1	1236
3877	Solyc02g085140.2.1	0	0	0	2106
3878	Solyc02g085160.1.1	0	0	0	882
3879	Solyc02g085170.2.1	0	0	0	1452
3880	Solyc02g085180.2.1	0	0	0	999
3881	Solyc02g085190.1.1	0	0	0	759
3882	Solyc02g085210.1.1	0	0	0	786
3883	Solyc02g085220.2.1	0	0	0	3006
3884	Solyc02g085230.2.1	0	0	0	3156
3885	Solyc02g085240.2.1	0	0	0	504
3886	Solyc02g085250.2.1	0	0	0	1692
3887	Solyc02g085280.1.1	0	0	0	309
3888	Solyc02g085290.2.1	0	0	0	615
3889	Solyc02g085310.2.1	0	0	0	240
3890	Solyc02g085340.1.1	0	0	0	1830
3891	Solyc02g085350.2.1	0	0	0	1890
3892	Solyc02g085390.2.1	0	0	0	2436
3893	Solyc02g085420.2.1	0	0	0	1437
3894	Solyc02g085430.2.1	0	0	0	1833
3895	Solyc02g085450.1.1	0	0	0	486
3896	Solyc02g085470.2.1	0	0	0	1278
3897	Solyc02g085480.2.1	0	0	0	549
3898	Solyc02g085490.1.1	0	0	0	1122
3899	Solyc02g085500.2.1	0	0	0	837
3900	Solyc02g085510.1.1	0	0	0	180
3901	Solyc02g085520.2.1	0	1	1	1746
3902	Solyc02g085530.1.1	0	0	0	363
3903	Solyc02g085540.1.1	0	0	0	333
3904	Solyc02g085560.2.1	0	0	0	1980
3905	Solyc02g085570.2.1	0	0	0	1677
3906	Solyc02g085580.2.1	0	0	0	1584
3907	Solyc02g085590.2.1	0	0	0	2058
3908	Solyc02g085600.1.1	0	0	0	1611
3909	Solyc02g085610.2.1	0	0	0	855
3910	Solyc02g085640.2.1	0	0	0	1968
3911	Solyc02g085650.2.1	0	0	0	1941
3912	Solyc02g085660.1.1	0	0	0	1473
3913	Solyc02g085670.2.1	0	1	1	1491
3914	Solyc02g085690.2.1	0	0	0	681
3915	Solyc02g085700.1.1	0	0	0	1083
3916	Solyc02g085710.2.1	0	0	0	1182
3917	Solyc02g085730.2.1	0	0	0	735
3918	Solyc02g085740.2.1	0	0	0	1401
3919	Solyc02g085750.2.1	0	0	0	948
3920	Solyc02g085780.2.1	0	0	0	1173
3921	Solyc02g085790.2.1	0	0	0	1608
3922	Solyc02g085810.2.1	0	0	0	7212
3923	Solyc02g085820.2.1	0	0	0	1893
3924	Solyc02g085840.2.1	0	0	0	1170
3925	Solyc02g085860.2.1	0	0	0	1047
3926	Solyc02g085870.2.1	0	0	0	1491
3927	Solyc02g085920.2.1	0	0	0	552
3928	Solyc02g085930.2.1	0	0	0	1059
3929	Solyc02g085940.2.1	0	0	0	255
3930	Solyc02g085950.2.1	0	0	0	543
3931	Solyc02g085980.1.1	0	0	0	465
3932	Solyc02g085990.1.1	0	0	0	486
3933	Solyc02g086010.1.1	0	0	0	504
3934	Solyc02g086050.2.1	0	0	0	753
3935	Solyc02g086060.2.1	0	0	0	420
3936	Solyc02g086080.2.1	0	0	0	1014
3937	Solyc02g086090.2.1	0	0	0	1305
3938	Solyc02g086100.2.1	0	0	0	1131
3939	Solyc02g086110.2.1	0	0	0	861
3940	Solyc02g086130.2.1	0	0	0	2889
3941	Solyc02g086140.1.1	0	0	0	687
3942	Solyc02g086150.2.1	0	0	0	399
3943	Solyc02g086160.2.1	0	0	0	1635
3944	Solyc02g086170.2.1	0	0	0	405
3945	Solyc02g086180.2.1	0	0	0	816
3946	Solyc02g086200.1.1	0	0	0	2409
3947	Solyc02g086210.2.1	0	0	0	1974
3948	Solyc02g086220.2.1	0	0	0	1023
3949	Solyc02g086240.2.1	0	0	0	546
3950	Solyc02g086250.2.1	0	0	0	915
3951	Solyc02g086260.1.1	0	0	0	462
3952	Solyc02g086270.2.1	0	0	0	2328
3953	Solyc02g086320.1.1	0	0	0	294
3954	Solyc02g086340.2.1	0	0	0	2868
3955	Solyc02g086350.2.1	0	0	0	1851
3956	Solyc02g086360.2.1	0	0	0	1674
3957	Solyc02g086370.2.1	0	0	0	1164
3958	Solyc02g086380.1.1	0	0	0	429
3959	Solyc02g086410.1.1	0	0	0	1713
3960	Solyc02g086440.2.1	0	0	0	1092
3961	Solyc02g086450.1.1	0	0	0	318
3962	Solyc02g086460.2.1	0	0	0	11331
3963	Solyc02g086470.2.1	0	0	0	1545
3964	Solyc02g086480.1.1	0	0	0	450
3965	Solyc02g086500.2.1	0	0	0	5586
3966	Solyc02g086510.2.1	0	0	0	2592
3967	Solyc02g086520.2.1	0	0	0	1638
3968	Solyc02g086550.2.1	0	0	0	1125
3969	Solyc02g086560.2.1	0	0	0	621
3970	Solyc02g086570.1.1	0	0	0	2184
3971	Solyc02g086580.2.1	0	0	0	3615
3972	Solyc02g086590.2.1	0	0	0	1995
3973	Solyc02g086600.2.1	0	0	0	2952
3974	Solyc02g086610.2.1	0	0	0	1416
3975	Solyc02g086620.2.1	0	0	0	144
3976	Solyc02g086640.2.1	0	0	0	939
3977	Solyc02g086650.2.1	0	0	0	1194
3978	Solyc02g086660.2.1	0	0	0	2121
3979	Solyc02g086670.2.1	0	0	0	1215
3980	Solyc02g086680.2.1	0	0	0	840
3981	Solyc02g086710.2.1	0	0	0	1446
3982	Solyc02g086720.1.1	0	0	0	195
3983	Solyc02g086730.1.1	0	0	0	573
3984	Solyc02g086740.1.1	0	0	0	561
3985	Solyc02g086750.1.1	0	0	0	2508
3986	Solyc02g086770.2.1	0	0	0	1083
3987	Solyc02g086780.2.1	0	0	0	243
3988	Solyc02g086790.2.1	0	0	0	1968
3989	Solyc02g086800.2.1	0	0	0	3528
3990	Solyc02g086810.1.1	0	0	0	822
3991	Solyc02g086830.2.1	0	0	0	1293
3992	Solyc02g086860.2.1	0	0	0	1122
3993	Solyc02g086870.2.1	0	0	0	1374
3994	Solyc02g086880.2.1	0	0	0	1146
3995	Solyc02g086890.2.1	0	0	0	858
3996	Solyc02g086900.2.1	0	0	0	1416
3997	Solyc02g086910.2.1	0	0	0	1356
3998	Solyc02g086930.2.1	0	0	0	858
3999	Solyc02g086940.2.1	0	0	0	975
4000	Solyc02g086970.2.1	0	0	0	1422
4001	Solyc02g087000.2.1	0	0	0	2328
4002	Solyc02g087010.2.1	0	0	0	1524
4003	Solyc02g087040.1.1	0	0	0	1173
4004	Solyc02g087050.2.1	0	0	0	1068
4005	Solyc02g087060.2.1	0	0	0	1095
4006	Solyc02g087120.2.1	0	0	0	1290
4007	Solyc02g087130.2.1	0	0	0	867
4008	Solyc02g087140.2.1	0	0	0	870
4009	Solyc02g087150.2.1	0	0	0	561
4010	Solyc02g087170.2.1	0	0	0	1278
4011	Solyc02g087180.2.1	0	0	0	1278
4012	Solyc02g087190.1.1	0	0	0	987
4013	Solyc02g087200.1.1	0	0	0	1446
4014	Solyc02g087210.2.1	0	0	0	567
4015	Solyc02g087220.2.1	0	0	0	918
4016	Solyc02g087230.2.1	1	0	1	450
4017	Solyc02g087240.2.1	0	0	0	1464
4018	Solyc02g087250.2.1	0	0	0	3786
4019	Solyc02g087260.1.1	0	0	0	1011
4020	Solyc02g087270.2.1	0	0	0	843
4021	Solyc02g087290.2.1	0	0	0	3456
4022	Solyc02g087300.1.1	0	0	0	909
4023	Solyc02g087310.2.1	0	0	0	1125
4024	Solyc02g087330.2.1	0	0	0	276
4025	Solyc02g087340.2.1	0	0	0	1107
4026	Solyc02g087360.2.1	0	0	0	4032
4027	Solyc02g087370.1.1	0	0	0	579
4028	Solyc02g087400.1.1	0	0	0	1107
4029	Solyc02g087410.2.1	0	0	0	3789
4030	Solyc02g087420.1.1	0	0	0	669
4031	Solyc02g087440.2.1	0	0	0	582
4032	Solyc02g087450.2.1	0	0	0	1662
4033	Solyc02g087460.1.1	0	0	0	1806
4034	Solyc02g087480.2.1	0	0	0	1335
4035	Solyc02g087510.2.1	0	0	0	1563
4036	Solyc02g087550.2.1	0	0	0	1293
4037	Solyc02g087560.1.1	0	0	0	1998
4038	Solyc02g087580.2.1	0	0	0	2061
4039	Solyc02g087600.2.1	0	0	0	792
4040	Solyc02g087610.1.1	0	0	0	1539
4041	Solyc02g087620.2.1	0	1	1	3252
4042	Solyc02g087630.2.1	0	0	0	510
4043	Solyc02g087640.2.1	0	0	0	1449
4044	Solyc02g087650.2.1	0	0	0	486
4045	Solyc02g087670.2.1	0	0	0	1341
4046	Solyc02g087710.2.1	0	0	0	1920
4047	Solyc02g087720.1.1	0	0	0	2037
4048	Solyc02g087730.2.1	0	0	0	1491
4049	Solyc02g087740.2.1	0	0	0	810
4050	Solyc02g087750.2.1	0	0	0	459
4051	Solyc02g087760.2.1	0	0	0	1671
4052	Solyc02g087770.2.1	0	0	0	1062
4053	Solyc02g087780.2.1	0	0	0	1083
4054	Solyc02g087800.2.1	0	0	0	1068
4055	Solyc02g087850.1.1	0	0	0	1260
4056	Solyc02g087860.2.1	0	0	0	279
4057	Solyc02g087870.2.1	0	0	0	3750
4058	Solyc02g087880.2.1	0	0	0	1353
4059	Solyc02g087900.2.1	0	0	0	2202
4060	Solyc02g087930.2.1	0	0	0	363
4061	Solyc02g087940.2.1	0	0	0	555
4062	Solyc02g087950.2.1	0	0	0	2274
4063	Solyc02g087960.2.1	0	0	0	879
4064	Solyc02g087980.2.1	0	0	0	3741
4065	Solyc02g088000.2.1	0	0	0	2307
4066	Solyc02g088010.2.1	0	0	0	933
4067	Solyc02g088070.2.1	0	0	0	1389
4068	Solyc02g088100.2.1	0	0	0	720
4069	Solyc02g088110.2.1	0	0	0	1401
4070	Solyc02g088120.2.1	0	0	0	1578
4071	Solyc02g088130.1.1	0	0	0	150
4072	Solyc02g088140.1.1	0	0	0	1230
4073	Solyc02g088160.2.1	0	0	0	690
4074	Solyc02g088170.1.1	0	0	0	1620
4075	Solyc02g088190.2.1	0	0	0	1254
4076	Solyc02g088210.2.1	0	0	0	891
4077	Solyc02g088220.2.1	0	0	0	2334
4078	Solyc02g088230.2.1	1	0	1	2379
4079	Solyc02g088240.2.1	0	0	0	1047
4080	Solyc02g088260.2.1	0	0	0	1089
4081	Solyc02g088280.2.1	0	0	0	477
4082	Solyc02g088290.2.1	0	0	0	4233
4083	Solyc02g088300.2.1	0	0	0	2151
4084	Solyc02g088330.2.1	0	0	0	1974
4085	Solyc02g088340.2.1	0	0	0	1383
4086	Solyc02g088350.2.1	0	0	0	1230
4087	Solyc02g088390.2.1	0	0	0	531
4088	Solyc02g088410.1.1	0	0	0	432
4089	Solyc02g088460.2.1	0	0	0	951
4090	Solyc02g088470.1.1	0	0	0	1809
4091	Solyc02g088480.2.1	0	0	0	2790
4092	Solyc02g088490.2.1	0	0	0	1356
4093	Solyc02g088500.1.1	0	0	0	1389
4094	Solyc02g088510.2.1	0	0	0	828
4095	Solyc02g088530.1.1	0	0	0	177
4096	Solyc02g088540.2.1	0	0	0	1107
4097	Solyc02g088550.2.1	0	0	0	1539
4098	Solyc02g088560.2.1	0	0	0	2127
4099	Solyc02g088570.1.1	0	0	0	807
4100	Solyc02g088580.1.1	0	0	0	2118
4101	Solyc02g088590.2.1	0	0	0	948
4102	Solyc02g088600.2.1	0	0	0	1758
4103	Solyc02g088610.2.1	0	0	0	2943
4104	Solyc02g088620.2.1	0	0	0	354
4105	Solyc02g088630.2.1	0	0	0	1605
4106	Solyc02g088650.1.1	0	0	0	2043
4107	Solyc02g088660.2.1	0	0	0	1383
4108	Solyc02g088680.1.1	0	0	0	189
4109	Solyc02g088690.2.1	0	0	0	951
4110	Solyc02g088700.2.1	0	0	0	1599
4111	Solyc02g088720.2.1	0	0	0	1638
4112	Solyc02g088730.1.1	0	0	0	753
4113	Solyc02g088740.1.1	0	0	0	294
4114	Solyc02g088760.2.1	0	0	0	660
4115	Solyc02g088770.2.1	0	0	0	942
4116	Solyc02g088780.2.1	0	0	0	1272
4117	Solyc02g088790.2.1	0	0	0	1122
4118	Solyc02g088800.1.1	0	0	0	1980
4119	Solyc02g088820.2.1	0	0	0	1395
4120	Solyc02g088830.2.1	0	0	0	342
4121	Solyc02g088850.2.1	0	0	0	1803
4122	Solyc02g088900.2.1	0	0	0	1146
4123	Solyc02g088910.2.1	0	0	0	954
4124	Solyc02g088920.2.1	0	0	0	1188
4125	Solyc02g088930.2.1	0	0	0	417
4126	Solyc02g088940.2.1	0	0	0	504
4127	Solyc02g088950.1.1	0	0	0	219
4128	Solyc02g088960.2.1	0	0	0	162
4129	Solyc02g088970.1.1	0	0	0	237
4130	Solyc02g088980.1.1	0	0	0	216
4131	Solyc02g088990.1.1	0	0	0	297
4132	Solyc02g089000.2.1	0	0	0	153
4133	Solyc02g089010.1.1	0	0	0	573
4134	Solyc02g089020.1.1	0	0	0	855
4135	Solyc02g089030.1.1	0	0	0	216
4136	Solyc02g089050.2.1	0	0	0	2205
4137	Solyc02g089070.2.1	0	0	0	1233
4138	Solyc02g089080.2.1	0	0	0	639
4139	Solyc02g089090.2.1	0	0	0	2610
4140	Solyc02g089100.2.1	0	0	0	642
4141	Solyc02g089110.2.1	0	0	0	966
4142	Solyc02g089120.2.1	0	0	0	1344
4143	Solyc02g089160.2.1	0	0	0	1395
4144	Solyc02g089220.2.1	0	0	0	993
4145	Solyc02g089230.2.1	0	0	0	708
4146	Solyc02g089240.2.1	0	0	0	681
4147	Solyc02g089250.2.1	0	0	0	1113
4148	Solyc02g089260.2.1	0	0	0	15315
4149	Solyc02g089280.2.1	0	0	0	549
4150	Solyc02g089290.2.1	1	0	1	1269
4151	Solyc02g089310.1.1	0	0	0	1317
4152	Solyc02g089320.2.1	0	0	0	1080
4153	Solyc02g089330.2.1	0	0	0	945
4154	Solyc02g089340.2.1	0	0	0	2136
4155	Solyc02g089350.2.1	0	0	0	339
4156	Solyc02g089360.2.1	0	0	0	2388
4157	Solyc02g089370.2.1	0	0	0	5013
4158	Solyc02g089380.1.1	0	0	0	171
4159	Solyc02g089390.1.1	0	0	0	453
4160	Solyc02g089410.2.1	0	0	0	984
4161	Solyc02g089420.1.1	0	0	0	543
4162	Solyc02g089440.2.1	0	0	0	1644
4163	Solyc02g089520.1.1	0	0	0	1230
4164	Solyc02g089540.2.1	0	0	0	1176
4165	Solyc02g089550.2.1	0	0	0	1881
4166	Solyc02g089560.2.1	0	0	0	657
4167	Solyc02g089600.2.1	0	0	0	933
4168	Solyc02g089610.1.1	0	0	0	1089
4169	Solyc02g089620.2.1	0	0	0	1491
4170	Solyc02g089640.2.1	0	0	0	1965
4171	Solyc02g089650.2.1	0	0	0	1197
4172	Solyc02g089660.1.1	0	0	0	195
4173	Solyc02g089680.2.1	0	0	0	1284
4174	Solyc02g089690.2.1	0	0	0	1278
4175	Solyc02g089720.1.1	0	0	0	2160
4176	Solyc02g089730.1.1	1	0	1	2109
4177	Solyc02g089750.2.1	0	0	0	528
4178	Solyc02g089760.2.1	0	0	0	528
4179	Solyc02g089790.2.1	0	0	0	4143
4180	Solyc02g089800.2.1	0	0	0	3261
4181	Solyc02g089810.2.1	0	0	0	1914
4182	Solyc02g089820.2.1	0	0	0	426
4183	Solyc02g089840.2.1	0	0	0	735
4184	Solyc02g089850.2.1	0	0	0	531
4185	Solyc02g089870.1.1	0	0	0	663
4186	Solyc02g089880.2.1	0	0	0	1083
4187	Solyc02g089890.2.1	0	0	0	2229
4188	Solyc02g089900.1.1	0	0	0	1938
4189	Solyc02g089940.2.1	0	0	0	2181
4190	Solyc02g089950.1.1	0	0	0	1656
4191	Solyc02g089970.2.1	0	0	0	4530
4192	Solyc02g089980.2.1	0	0	0	1506
4193	Solyc02g090010.1.1	0	0	0	189
4194	Solyc02g090020.2.1	0	0	0	747
4195	Solyc02g090030.2.1	0	0	0	1002
4196	Solyc02g090070.2.1	0	0	0	1956
4197	Solyc02g090090.2.1	0	0	0	1419
4198	Solyc02g090100.1.1	0	0	0	489
4199	Solyc02g090110.2.1	0	0	0	2112
4200	Solyc02g090130.2.1	0	0	0	4890
4201	Solyc02g090140.1.1	0	0	0	3828
4202	Solyc02g090160.2.1	0	0	0	2925
4203	Solyc02g090180.2.1	0	0	0	2382
4204	Solyc02g090190.1.1	0	0	0	2790
4205	Solyc02g090200.2.1	0	0	0	1737
4206	Solyc02g090220.2.1	0	0	0	777
